hidden_size,n_layers,lr,weight_std,normalize,activation,batch_size,epochs,train_loss,val_loss,train_acc,test_acc,train_precision,test_precision,train_recall,test_recall,train_f1,test_f1,train_auc,test_auc,time_s
32,2,0.05,0.5,False,relu,32,2,15.842166032376388,15.853864574713098,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.3901038443023176,0.44372294372294374,0.0055332183837890625
32,2,0.1,0.5,False,relu,32,2,15.842166032376388,15.853864574713098,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.3901038443023176,0.44372294372294374,0.005081892013549805
8,1,0.01,0.01,True,sigmoid,32,300,0.6873651571305852,0.6873870991534826,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.9137610893336084,0.9318181818181818,0.371243953704834
8,1,0.05,0.01,True,sigmoid,32,300,0.4285802574494986,0.4050516532597742,0.8471074380165289,0.8852459016393442,0.87,0.8620689655172413,0.7837837837837838,0.8928571428571429,0.8246445497630331,0.8771929824561403,0.9229764115260299,0.9458874458874458,0.3730435371398926
8,1,0.1,0.01,True,sigmoid,32,300,0.34129971563972034,0.31544309321866326,0.859504132231405,0.8360655737704918,0.8737864077669902,0.8461538461538461,0.8108108108108109,0.7857142857142857,0.8411214953271028,0.8148148148148148,0.9325355890241386,0.9523809523809523,0.35664796829223633
16,1,0.01,0.01,True,sigmoid,32,65,0.6895386805743953,0.6895728160633721,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.820576301492332,0.8322510822510822,0.09607195854187012
16,1,0.05,0.01,True,sigmoid,32,300,0.3932895128472209,0.365415018542301,0.8512396694214877,0.8852459016393442,0.8640776699029126,0.8620689655172413,0.8018018018018018,0.8928571428571429,0.8317757009345794,0.8771929824561403,0.9249707722990166,0.949134199134199,0.38432955741882324
16,1,0.1,0.01,True,sigmoid,32,300,0.33387119759771644,0.3055440438773143,0.859504132231405,0.8524590163934426,0.8737864077669902,0.88,0.8108108108108109,0.7857142857142857,0.8411214953271028,0.8301886792452831,0.9332920706966509,0.9523809523809523,0.40289998054504395
32,1,0.01,0.01,True,sigmoid,32,48,0.6895206405395105,0.6895187135440124,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.8009077780070147,0.8625541125541125,0.06936359405517578
32,1,0.05,0.01,True,sigmoid,32,9,0.689521343162637,0.6895218735274884,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.7888040712468194,0.8528138528138528,0.017086029052734375
32,1,0.1,0.01,True,sigmoid,32,13,0.6889232647950482,0.6888568881643785,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.8940925658482911,0.9437229437229436,0.014195680618286133
8,2,0.01,0.01,True,sigmoid,32,65,0.6901416773799861,0.6901783935300516,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.6170827315865482,0.6038961038961038,0.1073145866394043
8,2,0.05,0.01,True,sigmoid,32,25,0.6898044424979749,0.689852294284212,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.6180455264424729,0.6038961038961039,0.04989480972290039
8,2,0.1,0.01,True,sigmoid,32,30,0.6897273344511198,0.6897838816665819,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.6375077367443779,0.6266233766233766,0.05216813087463379
16,2,0.01,0.01,True,sigmoid,32,55,0.689873286696719,0.6899177904414964,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.3114641358916168,0.2435064935064935,0.11294150352478027
16,2,0.05,0.01,True,sigmoid,32,24,0.6897368765322631,0.6897902717626423,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.30685647479540606,0.23917748917748916,0.04700493812561035
16,2,0.1,0.01,True,sigmoid,32,23,0.6897293410890378,0.6897855191669241,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.3203356027783509,0.2564935064935065,0.052379608154296875
32,2,0.01,0.01,True,sigmoid,32,36,0.689784212312266,0.6898332786991874,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.218073034866928,0.1948051948051948,0.08307838439941406
32,2,0.05,0.01,True,sigmoid,32,20,0.6897363275742697,0.6897942012591356,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.21429062650436695,0.1926406926406926,0.04044079780578613
32,2,0.1,0.01,True,sigmoid,32,16,0.6897426799679043,0.6898016503654605,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.21958599821195243,0.20021645021645018,0.03592658042907715
8,1,0.01,0.1,True,sigmoid,32,300,0.640720580244577,0.6352963758740694,0.6983471074380165,0.7377049180327869,0.9318181818181818,1.0,0.36936936936936937,0.42857142857142855,0.5290322580645161,0.6,0.8927171446255415,0.9188311688311688,0.38741111755371094
8,1,0.05,0.1,True,sigmoid,32,300,0.37702590290067994,0.35227843211052473,0.8553719008264463,0.8524590163934426,0.8584905660377359,0.8518518518518519,0.8198198198198198,0.8214285714285714,0.8387096774193549,0.8363636363636363,0.9272402173165532,0.949134199134199,0.37148070335388184
8,1,0.1,0.1,True,sigmoid,32,300,0.33429586731814837,0.3121827588153587,0.8636363636363636,0.8688524590163934,0.875,0.8846153846153846,0.8198198198198198,0.8214285714285714,0.8465116279069768,0.8518518518518519,0.933154528574376,0.946969696969697,0.3754251003265381
16,1,0.01,0.1,True,sigmoid,32,300,0.5844233363307122,0.581624369842275,0.8140495867768595,0.819672131147541,0.9024390243902439,0.9473684210526315,0.6666666666666666,0.6428571428571429,0.7668393782383419,0.7659574468085106,0.9117667285606217,0.9404761904761905,0.4252340793609619
16,1,0.05,0.1,True,sigmoid,32,300,0.3571865614684737,0.32644628294727546,0.8553719008264463,0.8524590163934426,0.8653846153846154,0.8275862068965517,0.8108108108108109,0.8571428571428571,0.8372093023255814,0.8421052631578947,0.9283405542947528,0.9523809523809523,0.3962564468383789
16,1,0.1,0.1,True,sigmoid,32,300,0.32861118536423184,0.30429052740654894,0.8636363636363636,0.8524590163934426,0.875,0.88,0.8198198198198198,0.7857142857142857,0.8465116279069768,0.8301886792452831,0.9338422391857507,0.946969696969697,0.42093610763549805
32,1,0.01,0.1,True,sigmoid,32,300,0.5481470399870312,0.5300422977790079,0.8347107438016529,0.8524590163934426,0.9080459770114943,0.88,0.7117117117117117,0.7857142857142857,0.797979797979798,0.8301886792452831,0.9089471150539854,0.9502164502164502,0.45708537101745605
32,1,0.05,0.1,True,sigmoid,32,300,0.350093522428908,0.30867358832018277,0.8512396694214877,0.8852459016393442,0.8640776699029126,0.8888888888888888,0.8018018018018018,0.8571428571428571,0.8317757009345794,0.8727272727272727,0.9284780964170277,0.9567099567099566,0.45664215087890625
32,1,0.1,0.1,True,sigmoid,32,300,0.3262814442392882,0.28836274170849807,0.8677685950413223,0.8688524590163934,0.8910891089108911,0.8846153846153846,0.8108108108108109,0.8214285714285714,0.8490566037735849,0.8518518518518519,0.9324668179630011,0.9523809523809523,0.44067931175231934
8,2,0.01,0.1,True,sigmoid,32,20,0.6894911164894528,0.6895964465157409,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.6591706210026822,0.6255411255411256,0.03699946403503418
8,2,0.05,0.1,True,sigmoid,32,300,0.6850198673604087,0.6845792254359042,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.8722921394677121,0.8863636363636364,0.5372326374053955
8,2,0.1,0.1,True,sigmoid,32,300,0.6351610306875092,0.630710871194419,0.7107438016528925,0.7377049180327869,0.9767441860465116,1.0,0.3783783783783784,0.42857142857142855,0.5454545454545454,0.6,0.9098411388487724,0.922077922077922,0.4927701950073242
16,2,0.01,0.1,True,sigmoid,32,81,0.6896915019802188,0.6896659601890667,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.5262361598239462,0.538961038961039,0.1680924892425537
16,2,0.05,0.1,True,sigmoid,32,20,0.6896115645593126,0.6895798777673435,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.5444604910253766,0.5649350649350648,0.03996014595031738
16,2,0.1,0.1,True,sigmoid,32,70,0.6872043279557167,0.6869608429443558,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.8232583728766933,0.8906926406926408,0.13022232055664062
32,2,0.01,0.1,True,sigmoid,32,300,0.6885979100999883,0.688933022096114,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.6734062306581391,0.6158008658008658,0.7360553741455078
32,2,0.05,0.1,True,sigmoid,32,300,0.6618527342693941,0.6597932086433547,0.5454545454545454,0.5409836065573771,1.0,0.0,0.009009009009009009,0.0,0.017857142857142856,0.0,0.9041331407743621,0.9242424242424242,0.6913783550262451
32,2,0.1,0.1,True,sigmoid,32,300,0.3983455703969297,0.3660819204046303,0.8471074380165289,0.8852459016393442,0.8557692307692307,0.8620689655172413,0.8018018018018018,0.8928571428571429,0.827906976744186,0.8771929824561403,0.9219448456089677,0.9502164502164502,0.7612366676330566
8,1,0.01,0.5,True,sigmoid,32,300,0.5682338229806928,0.558517413289895,0.756198347107438,0.7704918032786885,0.776595744680851,0.7692307692307693,0.6576576576576577,0.7142857142857143,0.7121951219512195,0.7407407407407407,0.8421704146894987,0.8517316017316018,0.3722367286682129
8,1,0.05,0.5,True,sigmoid,32,300,0.40275698752471745,0.404878944360917,0.8347107438016529,0.8524590163934426,0.8380952380952381,0.8518518518518519,0.7927927927927928,0.8214285714285714,0.8148148148148148,0.8363636363636363,0.9089471150539852,0.9069264069264069,0.3628208637237549
8,1,0.1,0.5,True,sigmoid,32,300,0.34912135199521516,0.36308799393220265,0.859504132231405,0.8524590163934426,0.8598130841121495,0.8518518518518519,0.8288288288288288,0.8214285714285714,0.8440366972477065,0.8363636363636363,0.9284093253558902,0.9242424242424243,0.3970456123352051
16,1,0.01,0.5,True,sigmoid,32,300,0.47650252156788336,0.4562886460898682,0.8057851239669421,0.8524590163934426,0.8404255319148937,0.88,0.7117117117117117,0.7857142857142857,0.7707317073170732,0.8301886792452831,0.8804758957430713,0.9134199134199134,0.3960278034210205
16,1,0.05,0.5,True,sigmoid,32,300,0.3662831731058923,0.33238355559134386,0.859504132231405,0.8360655737704918,0.8666666666666667,0.8,0.8198198198198198,0.8571428571428571,0.8425925925925926,0.8275862068965517,0.9210508218141806,0.9448051948051948,0.44402647018432617
16,1,0.1,0.5,True,sigmoid,32,300,0.3285246915735354,0.3154690874575949,0.859504132231405,0.8524590163934426,0.8666666666666667,0.8275862068965517,0.8198198198198198,0.8571428571428571,0.8425925925925926,0.8421052631578947,0.9359053710198749,0.9458874458874459,0.4206080436706543
32,1,0.01,0.5,True,sigmoid,32,300,0.4399920054091056,0.3789970795319836,0.8264462809917356,0.8852459016393442,0.8415841584158416,0.92,0.7657657657657657,0.8214285714285714,0.8018867924528302,0.8679245283018868,0.8874905439790935,0.9220779220779222,0.4674086570739746
32,1,0.05,0.5,True,sigmoid,32,300,0.3367158249458574,0.2904720377244641,0.8801652892561983,0.8852459016393442,0.91,0.92,0.8198198198198198,0.8214285714285714,0.8625592417061612,0.8679245283018868,0.9323292758407263,0.9523809523809523,0.46450090408325195
32,1,0.1,0.5,True,sigmoid,32,300,0.3025411605590115,0.28744620028158335,0.8884297520661157,0.8688524590163934,0.9038461538461539,0.9166666666666666,0.8468468468468469,0.7857142857142857,0.8744186046511628,0.8461538461538461,0.9454645485179837,0.9534632034632035,0.46034908294677734
8,2,0.01,0.5,True,sigmoid,32,300,0.6246040666606981,0.6165850515955507,0.7355371900826446,0.7213114754098361,0.7901234567901234,0.7894736842105263,0.5765765765765766,0.5357142857142857,0.6666666666666666,0.6382978723404256,0.8133553400728973,0.827922077922078,0.5224969387054443
8,2,0.05,0.5,True,sigmoid,32,300,0.45700624926192,0.4477021181955102,0.8223140495867769,0.8360655737704918,0.8035714285714286,0.8214285714285714,0.8108108108108109,0.8214285714285714,0.8071748878923767,0.8214285714285714,0.8848772436558697,0.8852813852813853,0.48654723167419434
8,2,0.1,0.5,True,sigmoid,32,300,0.38544692768146044,0.3916523619067417,0.8471074380165289,0.8524590163934426,0.8363636363636363,0.8518518518518519,0.8288288288288288,0.8214285714285714,0.832579185520362,0.8363636363636363,0.9095660546042226,0.9015151515151515,0.5181891918182373
16,2,0.01,0.5,True,sigmoid,32,300,0.6151383005623279,0.6038074159053932,0.7231404958677686,0.7704918032786885,0.7340425531914894,0.7692307692307693,0.6216216216216216,0.7142857142857143,0.6731707317073171,0.7407407407407407,0.7783508699539234,0.8322510822510822,0.579890251159668
16,2,0.05,0.5,True,sigmoid,32,300,0.4183049042191424,0.36901182511767106,0.8305785123966942,0.8524590163934426,0.8181818181818182,0.8064516129032258,0.8108108108108109,0.8928571428571429,0.8144796380090498,0.847457627118644,0.9037892854686748,0.9404761904761905,0.6209514141082764
16,2,0.1,0.5,True,sigmoid,32,300,0.3630714071008511,0.3080822930641968,0.8429752066115702,0.8688524590163934,0.8288288288288288,0.8125,0.8288288288288288,0.9285714285714286,0.8288288288288288,0.8666666666666667,0.9229076404648924,0.9512987012987013,0.6102139949798584
32,2,0.01,0.5,True,sigmoid,32,300,0.5831725012382801,0.5916345443767015,0.7520661157024794,0.8032786885245902,0.7802197802197802,0.7857142857142857,0.6396396396396397,0.7857142857142857,0.7029702970297029,0.7857142857142857,0.8185819407193453,0.827922077922078,0.6494603157043457
32,2,0.05,0.5,True,sigmoid,32,300,0.37998753633473564,0.35354060700934,0.8512396694214877,0.8852459016393442,0.8640776699029126,0.8387096774193549,0.8018018018018018,0.9285714285714286,0.8317757009345794,0.8813559322033898,0.9220136166701053,0.9350649350649349,0.6442716121673584
32,2,0.1,0.5,True,sigmoid,32,300,0.32385369639755407,0.30798608199304145,0.871900826446281,0.8688524590163934,0.8703703703703703,0.8571428571428571,0.8468468468468469,0.8571428571428571,0.8584474885844748,0.8571428571428571,0.9378309607317241,0.9437229437229436,0.6625685691833496
8,1,0.01,0.01,False,sigmoid,32,300,0.6263847303178726,0.6424576164545659,0.6859504132231405,0.639344262295082,0.7215189873417721,0.6875,0.5135135135135135,0.39285714285714285,0.6,0.5,0.7631524654425417,0.7045454545454545,0.3592662811279297
8,1,0.05,0.01,False,sigmoid,32,300,0.5831299073215822,0.6379847493114865,0.7107438016528925,0.6885245901639344,0.7029702970297029,0.7368421052631579,0.6396396396396397,0.5,0.6698113207547169,0.5957446808510638,0.7645966577264287,0.7045454545454546,0.37642621994018555
8,1,0.1,0.01,False,sigmoid,32,300,0.6158716176170242,0.6605130930641915,0.6198347107438017,0.639344262295082,0.6862745098039216,0.8,0.3153153153153153,0.2857142857142857,0.43209876543209874,0.42105263157894735,0.7573069252458566,0.7175324675324676,0.35278868675231934
16,1,0.01,0.01,False,sigmoid,32,300,0.6045963710727765,0.6283464340478101,0.6942148760330579,0.6721311475409836,0.7176470588235294,0.7222222222222222,0.5495495495495496,0.4642857142857143,0.6224489795918368,0.5652173913043478,0.7645966577264287,0.7099567099567099,0.39597249031066895
16,1,0.05,0.01,False,sigmoid,32,300,0.5827105942513688,0.6332252321179905,0.7107438016528925,0.6557377049180327,0.7204301075268817,0.7058823529411765,0.6036036036036037,0.42857142857142855,0.6568627450980392,0.5333333333333333,0.7651468262155284,0.711038961038961,0.38004469871520996
16,1,0.1,0.01,False,sigmoid,32,300,0.5726711018426461,0.6130685020500556,0.71900826446281,0.7049180327868853,0.6869565217391305,0.7272727272727273,0.7117117117117117,0.5714285714285714,0.6991150442477876,0.64,0.7579946358572314,0.711038961038961,0.39251232147216797
32,1,0.01,0.01,False,sigmoid,32,300,0.5970878937265399,0.6273061645460364,0.6859504132231405,0.6721311475409836,0.7058823529411765,0.7222222222222222,0.5405405405405406,0.4642857142857143,0.6122448979591837,0.5652173913043478,0.7659033078880408,0.711038961038961,0.43569397926330566
32,1,0.05,0.01,False,sigmoid,32,300,0.5807356167003882,0.6468758767444819,0.7024793388429752,0.6721311475409836,0.7096774193548387,0.7222222222222222,0.5945945945945946,0.4642857142857143,0.6470588235294118,0.5652173913043478,0.7685166082112647,0.7056277056277057,0.3957793712615967
32,1,0.1,0.01,False,sigmoid,32,300,0.5836297601797513,0.6263796670080632,0.6487603305785123,0.6557377049180327,0.6857142857142857,0.7333333333333333,0.43243243243243246,0.39285714285714285,0.5303867403314917,0.5116279069767442,0.7587511175297436,0.7186147186147186,0.4254317283630371
8,2,0.01,0.01,False,sigmoid,32,65,0.6901464109047662,0.6901841463618077,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.40306718932673136,0.36580086580086585,0.11051273345947266
8,2,0.05,0.01,False,sigmoid,32,25,0.6898068531177547,0.689856518795312,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.45485179836324874,0.40584415584415584,0.05272960662841797
8,2,0.1,0.01,False,sigmoid,32,24,0.6897302238604657,0.689787707930475,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.5344199160993054,0.4502164502164502,0.0473020076751709
16,2,0.01,0.01,False,sigmoid,32,55,0.6898757668612658,0.6899181763988887,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.4016229970428444,0.4816017316017316,0.09804606437683105
16,2,0.05,0.01,False,sigmoid,32,24,0.6897379658684221,0.6897889768828784,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.4209476652224744,0.48917748917748916,0.055197954177856445
16,2,0.1,0.01,False,sigmoid,32,23,0.6897277289509663,0.689782043499525,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.5122068633519015,0.5757575757575757,0.045889854431152344
32,2,0.01,0.01,False,sigmoid,32,36,0.689791386491796,0.6898376939728681,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.29152052816174956,0.32792207792207795,0.0791935920715332
32,2,0.05,0.01,False,sigmoid,32,19,0.6897411422748223,0.6897931928631499,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.29495908121862324,0.3181818181818181,0.047742366790771484
32,2,0.1,0.01,False,sigmoid,32,16,0.6897431020659366,0.6898018175750906,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.33642803108451963,0.34848484848484845,0.0418705940246582
8,1,0.01,0.1,False,sigmoid,32,300,0.661244831503958,0.6684375045853717,0.6528925619834711,0.6229508196721312,0.7288135593220338,0.7272727272727273,0.38738738738738737,0.2857142857142857,0.5058823529411764,0.41025641025641024,0.7287669348738051,0.6688311688311688,0.34955906867980957
8,1,0.05,0.1,False,sigmoid,32,300,0.6203205316990208,0.6285165617276696,0.640495867768595,0.6557377049180327,0.7068965517241379,0.8181818181818182,0.36936936936936937,0.32142857142857145,0.48520710059171596,0.46153846153846156,0.7577195516126813,0.7132034632034632,0.3471817970275879
8,1,0.1,0.1,False,sigmoid,32,178,0.6740532225773517,0.6832956362602707,0.5537190082644629,0.5573770491803278,0.5070422535211268,0.5098039215686274,0.972972972972973,0.9285714285714286,0.6666666666666666,0.6582278481012658,0.731517777319304,0.6807359307359306,0.20600128173828125
16,1,0.01,0.1,False,sigmoid,32,300,0.6201001767352781,0.6342083697694076,0.6652892561983471,0.639344262295082,0.7272727272727273,0.75,0.43243243243243246,0.32142857142857145,0.5423728813559322,0.45,0.7761501959975243,0.7413419913419913,0.3949854373931885
16,1,0.05,0.1,False,sigmoid,32,300,0.601299214975171,0.6205050956957251,0.6528925619834711,0.639344262295082,0.7213114754098361,0.75,0.3963963963963964,0.32142857142857145,0.5116279069767442,0.45,0.7657657657657658,0.7175324675324676,0.39760756492614746
16,1,0.1,0.1,False,sigmoid,32,300,0.5774199030688012,0.6142943326238055,0.7066115702479339,0.7049180327868853,0.6851851851851852,0.7272727272727273,0.6666666666666666,0.5714285714285714,0.6757990867579908,0.64,0.7573069252458565,0.7045454545454546,0.3693504333496094
32,1,0.01,0.1,False,sigmoid,32,300,0.5927062344600874,0.6263072616244064,0.7066115702479339,0.6721311475409836,0.7272727272727273,0.7222222222222222,0.5765765765765766,0.4642857142857143,0.6432160804020101,0.5652173913043478,0.7759438828141118,0.7175324675324675,0.4252595901489258
32,1,0.05,0.1,False,sigmoid,32,300,0.5844313536678157,0.6208053495848365,0.6900826446280992,0.6885245901639344,0.68,0.7368421052631579,0.6126126126126126,0.5,0.6445497630331753,0.5957446808510638,0.7497421085207344,0.7153679653679654,0.38822054862976074
32,1,0.1,0.1,False,sigmoid,32,300,0.5898642077201219,0.647275530199198,0.6652892561983471,0.639344262295082,0.7027027027027027,0.7142857142857143,0.46846846846846846,0.35714285714285715,0.5621621621621622,0.47619047619047616,0.7610893336084176,0.712121212121212,0.4330432415008545
8,2,0.01,0.1,False,sigmoid,32,20,0.6895881872967152,0.6900191234773616,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.5862732961969603,0.524891774891775,0.03176593780517578
8,2,0.05,0.1,False,sigmoid,32,15,0.6894203969569974,0.6897492131030313,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.5954886183893817,0.538961038961039,0.029783248901367188
8,2,0.1,0.1,False,sigmoid,32,21,0.6893076735802806,0.689636964678233,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.6068358434770649,0.5627705627705627,0.03905367851257324
16,2,0.01,0.1,False,sigmoid,32,81,0.6891722421865887,0.6894113764349897,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.7053160030259267,0.6666666666666667,0.15145468711853027
16,2,0.05,0.1,False,sigmoid,32,129,0.6873373179281158,0.6881680304751709,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.7295234165463172,0.6688311688311688,0.25118303298950195
16,2,0.1,0.1,False,sigmoid,32,300,0.6397906662725096,0.6558846980026084,0.6735537190082644,0.6065573770491803,0.7857142857142857,0.75,0.3963963963963964,0.21428571428571427,0.5269461077844312,0.3333333333333333,0.7732618114297504,0.7045454545454546,0.5709934234619141
32,2,0.01,0.1,False,sigmoid,32,300,0.6859434012717796,0.6874742882256212,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.7395639914723884,0.6666666666666666,0.68109130859375
32,2,0.05,0.1,False,sigmoid,32,300,0.6490255561064179,0.6587058131012481,0.6611570247933884,0.6229508196721312,0.7230769230769231,0.6923076923076923,0.42342342342342343,0.32142857142857145,0.5340909090909091,0.43902439024390244,0.7671411869885151,0.7045454545454545,0.6417596340179443
32,2,0.1,0.1,False,sigmoid,32,28,0.686466827813597,0.6878841840646176,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.740389244206038,0.6612554112554112,0.0663766860961914
8,1,0.01,0.5,False,sigmoid,32,289,0.6714624021229919,0.7016666443506465,0.6239669421487604,0.5081967213114754,0.6851851851851852,0.375,0.3333333333333333,0.10714285714285714,0.4484848484848485,0.16666666666666666,0.6236503679251771,0.5427489177489178,0.33394598960876465
8,1,0.05,0.5,False,sigmoid,32,138,0.663771615599863,0.6901676440701717,0.640495867768595,0.5573770491803278,0.7608695652173914,0.6,0.3153153153153153,0.10714285714285714,0.445859872611465,0.18181818181818182,0.6389519290282648,0.5589826839826839,0.15827250480651855
8,1,0.1,0.5,False,sigmoid,32,300,0.6433684479896333,0.6696299411936185,0.6528925619834711,0.6065573770491803,0.7288135593220338,0.75,0.38738738738738737,0.21428571428571427,0.5058823529411764,0.3333333333333333,0.6902207551062512,0.6547619047619048,0.35433006286621094
16,1,0.01,0.5,False,sigmoid,32,300,0.634774149305679,0.654882119436633,0.6487603305785123,0.5573770491803278,0.6857142857142857,0.5454545454545454,0.43243243243243246,0.21428571428571427,0.5303867403314917,0.3076923076923077,0.7707172821676639,0.7088744588744589,0.3836820125579834
16,1,0.05,0.5,False,sigmoid,32,300,0.5982809323838902,0.6201477101562368,0.6735537190082644,0.639344262295082,0.6428571428571429,0.6363636363636364,0.6486486486486487,0.5,0.6457399103139013,0.56,0.7669348738051028,0.7337662337662337,0.37940335273742676
16,1,0.1,0.5,False,sigmoid,32,300,0.6111749144807993,0.6635450890074529,0.6859504132231405,0.6229508196721312,0.7160493827160493,0.6666666666666666,0.5225225225225225,0.35714285714285715,0.6041666666666666,0.46511627906976744,0.7585104188157623,0.7007575757575758,0.40012192726135254
32,1,0.01,0.5,False,sigmoid,32,300,0.5982441226573596,0.6844389545337478,0.6776859504132231,0.6065573770491803,0.7142857142857143,0.6428571428571429,0.4954954954954955,0.32142857142857145,0.5851063829787234,0.42857142857142855,0.7355064988652775,0.5898268398268398,0.4293100833892822
32,1,0.05,0.5,False,sigmoid,32,300,0.5831968819729605,0.6468284345079112,0.6818181818181818,0.5901639344262295,0.717948717948718,0.6363636363636364,0.5045045045045045,0.25,0.5925925925925926,0.358974358974359,0.7775943882814113,0.7088744588744589,0.425551176071167
32,1,0.1,0.5,False,sigmoid,32,300,0.6089388029993626,0.6799294322576339,0.6487603305785123,0.5573770491803278,0.6857142857142857,0.5384615384615384,0.43243243243243246,0.25,0.5303867403314917,0.34146341463414637,0.7366756069046145,0.6190476190476191,0.47762393951416016
8,2,0.01,0.5,False,sigmoid,32,300,0.6853695404819629,0.6947898791824623,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.5948009077780071,0.5205627705627706,0.48982739448547363
8,2,0.05,0.5,False,sigmoid,32,300,0.6779379259811643,0.6949467393540055,0.6239669421487604,0.5245901639344263,0.6923076923076923,0.42857142857142855,0.32432432432432434,0.10714285714285714,0.44171779141104295,0.17142857142857143,0.6242349219448455,0.5524891774891775,0.5610122680664062
8,2,0.1,0.5,False,sigmoid,32,48,0.6843345270373865,0.6948222107188391,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.5997524241799052,0.5357142857142858,0.08995938301086426
16,2,0.01,0.5,False,sigmoid,32,300,0.6820863514466574,0.6867453583584051,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.610721408431332,0.5703463203463204,0.5850310325622559
16,2,0.05,0.5,False,sigmoid,32,83,0.6810454753569355,0.6862826883065859,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.6097929991059762,0.5714285714285714,0.180678129196167
16,2,0.1,0.5,False,sigmoid,32,15,0.6838536906542526,0.6872468982564678,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.6037411457258786,0.5627705627705628,0.032378435134887695
32,2,0.01,0.5,False,sigmoid,32,300,0.6474907828903537,0.6724917189243442,0.6487603305785123,0.5409836065573771,0.75,0.5,0.35135135135135137,0.21428571428571427,0.4785276073619632,0.3,0.7333058249088784,0.6417748917748918,0.5963079929351807
32,2,0.05,0.5,False,sigmoid,32,300,0.588396514475988,0.6509506070710845,0.7024793388429752,0.6721311475409836,0.6822429906542056,0.6818181818181818,0.6576576576576577,0.5357142857142857,0.6697247706422018,0.6,0.7670036448662402,0.672077922077922,0.6716804504394531
