hidden_size,n_layers,lr,weight_std,normalize,activation,batch_size,epochs,train_loss,val_loss,train_acc,test_acc,train_precision,test_precision,train_recall,test_recall,train_f1,test_f1,train_auc,test_auc,time_s
32,2,0.01,0.01,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.6890316249724391,0.6893322001894938,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.7401141599614882,0.670995670995671,0.6165673732757568
32,2,0.05,0.01,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.5852203412430591,0.6246829301336049,0.7024793388429752,0.6885245901639344,0.6666666666666666,0.6956521739130435,0.7027027027027027,0.5714285714285714,0.6842105263157895,0.6274509803921569,0.7577195516126813,0.711038961038961,0.5553939342498779
32,2,0.1,0.01,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.5965150618029179,0.6411132916792011,0.628099173553719,0.6065573770491803,0.723404255319149,0.7,0.3063063063063063,0.25,0.43037974683544306,0.3684210526315789,0.7524929509662334,0.7012987012987013,0.5763380527496338
8,1,0.01,0.1,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.6135774149807295,0.6355288154925214,0.6694214876033058,0.6557377049180327,0.746031746031746,0.8181818181818182,0.42342342342342343,0.32142857142857145,0.5402298850574713,0.46153846153846156,0.7637026339316416,0.6958874458874458,0.34621429443359375
8,1,0.05,0.1,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.6461497000533082,0.6602018041287281,0.5950413223140496,0.5737704918032787,0.5340314136125655,0.5238095238095238,0.918918918918919,0.7857142857142857,0.6754966887417219,0.6285714285714286,0.7531806615776081,0.7056277056277056,0.35432958602905273
8,1,0.1,0.1,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.6077957687401122,0.6190584598050467,0.7066115702479339,0.6885245901639344,0.6694915254237288,0.6956521739130435,0.7117117117117117,0.5714285714285714,0.6899563318777293,0.6274509803921569,0.7611581046695551,0.7023809523809524,0.3421931266784668
16,1,0.01,0.1,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.6040957524122716,0.6334718271758514,0.6776859504132231,0.6721311475409836,0.7704918032786885,0.8333333333333334,0.42342342342342343,0.35714285714285715,0.5465116279069767,0.5,0.7692043188226394,0.724025974025974,0.28564882278442383
16,1,0.05,0.1,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.590788658638566,0.6292267169396955,0.6776859504132231,0.639344262295082,0.72,0.6875,0.4864864864864865,0.39285714285714285,0.5806451612903226,0.5,0.7691355477615018,0.712121212121212,0.2867310047149658
16,1,0.1,0.1,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.5976477367131464,0.6340218088925716,0.6652892561983471,0.639344262295082,0.7142857142857143,0.7142857142857143,0.45045045045045046,0.35714285714285715,0.5524861878453039,0.47619047619047616,0.7608830204250051,0.6969696969696969,0.32277631759643555
32,1,0.01,0.1,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.5969833160317024,0.6581808739132062,0.6528925619834711,0.639344262295082,0.7213114754098361,0.75,0.3963963963963964,0.32142857142857145,0.5116279069767442,0.45,0.7748435458359123,0.7110389610389611,0.36711859703063965
32,1,0.05,0.1,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.5883459904328259,0.6324971337038682,0.7107438016528925,0.6557377049180327,0.7303370786516854,0.7058823529411765,0.5855855855855856,0.42857142857142855,0.65,0.5333333333333333,0.7630836943814044,0.70995670995671,0.32462620735168457
32,1,0.1,0.1,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.5901180240801285,0.6460896001841714,0.6776859504132231,0.6229508196721312,0.6122448979591837,0.5806451612903226,0.8108108108108109,0.6428571428571429,0.6976744186046512,0.6101694915254238,0.7660408500103156,0.7142857142857142,0.3060271739959717
8,2,0.01,0.1,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,268,0.6826638884175161,0.688514479801567,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.6536689361116842,0.6233766233766234,0.3405799865722656
8,2,0.05,0.1,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.614899387436858,0.6255862369890689,0.7024793388429752,0.7049180327868853,0.6638655462184874,0.7272727272727273,0.7117117117117117,0.5714285714285714,0.6869565217391305,0.64,0.7631524654425418,0.70995670995671,0.3905463218688965
8,2,0.1,0.1,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.6265245986366208,0.6411364928069185,0.6570247933884298,0.6557377049180327,0.5909090909090909,0.6,0.8198198198198198,0.75,0.6867924528301886,0.6666666666666666,0.7469224950140981,0.6969696969696969,0.39119625091552734
16,2,0.01,0.1,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,20,0.6879045882390903,0.6887225952198845,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.7033904133140774,0.6547619047619048,0.03672361373901367
16,2,0.05,0.1,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.591425515103879,0.6328074072459516,0.6735537190082644,0.6557377049180327,0.6194029850746269,0.6129032258064516,0.7477477477477478,0.6785714285714286,0.6775510204081633,0.6440677966101694,0.7490543979093598,0.7012987012987012,0.4559814929962158
16,2,0.1,0.1,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.6505382523992244,0.682159385402963,0.6198347107438017,0.5901639344262295,0.8275862068965517,0.8,0.21621621621621623,0.14285714285714285,0.34285714285714286,0.24242424242424243,0.7595763702633932,0.7153679653679654,0.48714447021484375
32,2,0.01,0.1,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,147,0.6704769002719055,0.6794858802069886,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.7314490062581666,0.6688311688311688,0.22322440147399902
32,2,0.05,0.1,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.6049118507091715,0.6393338856513253,0.6652892561983471,0.639344262295082,0.6973684210526315,0.7142857142857143,0.4774774774774775,0.35714285714285715,0.5668449197860963,0.47619047619047616,0.7610205625472801,0.7067099567099567,0.5446710586547852
32,2,0.1,0.1,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.6256172833385689,0.6518282807796721,0.6115702479338843,0.5737704918032787,0.5445026178010471,0.5227272727272727,0.9369369369369369,0.8214285714285714,0.6887417218543046,0.6388888888888888,0.7617770442197925,0.7077922077922078,0.47902870178222656
8,1,0.01,0.5,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.6583474721750021,0.698227629940653,0.6239669421487604,0.5409836065573771,0.7,0.5,0.3153153153153153,0.10714285714285714,0.43478260869565216,0.17647058823529413,0.6459665772642872,0.591991341991342,0.274428129196167
8,1,0.05,0.5,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.6118710801635815,0.6744888671529691,0.640495867768595,0.5737704918032787,0.7608695652173914,0.6666666666666666,0.3153153153153153,0.14285714285714285,0.445859872611465,0.23529411764705882,0.7416271233065126,0.6785714285714285,0.2697455883026123
8,1,0.1,0.5,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.6170399939629427,0.6712170988038486,0.6611570247933884,0.6065573770491803,0.5935483870967742,0.5625,0.8288288288288288,0.6428571428571429,0.6917293233082706,0.6,0.7546248538614951,0.6850649350649352,0.2920060157775879
16,1,0.01,0.5,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.5417036573570078,0.597066192232949,0.731404958677686,0.6885245901639344,0.75,0.7368421052631579,0.6216216216216216,0.5,0.6798029556650246,0.5957446808510638,0.8186507117804827,0.7662337662337663,0.2873404026031494
16,1,0.05,0.5,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.5722345336173315,0.6180848410271926,0.6487603305785123,0.639344262295082,0.7241379310344828,0.75,0.3783783783783784,0.32142857142857145,0.4970414201183432,0.45,0.787016023657245,0.7586580086580087,0.2940187454223633
16,1,0.1,0.5,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.5805442854762282,0.6349641608444808,0.6694214876033058,0.6557377049180327,0.6781609195402298,0.7058823529411765,0.5315315315315315,0.42857142857142855,0.5959595959595959,0.5333333333333333,0.7850216628842583,0.722943722943723,0.29943418502807617
32,1,0.01,0.5,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.5826187424522221,0.647381706236109,0.6942148760330579,0.6557377049180327,0.7176470588235294,0.6842105263157895,0.5495495495495496,0.4642857142857143,0.6224489795918368,0.5531914893617021,0.756481672512207,0.6688311688311688,0.3470923900604248
32,1,0.05,0.5,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.5956323187068476,0.6730871196352691,0.6776859504132231,0.639344262295082,0.7037037037037037,0.6875,0.5135135135135135,0.39285714285714285,0.59375,0.5,0.7679664397221648,0.6839826839826839,0.3478202819824219
32,1,0.1,0.5,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.578664025458125,0.6056008371136102,0.6528925619834711,0.6885245901639344,0.7142857142857143,0.8,0.40540540540540543,0.42857142857142855,0.5172413793103449,0.5581395348837209,0.7713362217179011,0.7294372294372294,0.31932497024536133
8,2,0.01,0.5,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,182,0.6683974512359381,0.700569334859698,0.6198347107438017,0.5081967213114754,0.6727272727272727,0.375,0.3333333333333333,0.10714285714285714,0.4457831325301205,0.16666666666666666,0.577195516126814,0.4967532467532467,0.26192688941955566
8,2,0.05,0.5,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.65662311072003,0.6673560976171832,0.628099173553719,0.6065573770491803,0.6329113924050633,0.6666666666666666,0.45045045045045046,0.2857142857142857,0.5263157894736842,0.4,0.6784952891823121,0.6493506493506493,0.38409900665283203
8,2,0.1,0.5,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.6406380402119838,0.6785292720903559,0.6446280991735537,0.5901639344262295,0.7777777777777778,0.7142857142857143,0.3153153153153153,0.17857142857142858,0.44871794871794873,0.2857142857142857,0.6966508493226051,0.6699134199134198,0.38617444038391113
16,2,0.01,0.5,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.610961313758384,0.655367714706396,0.6735537190082644,0.6721311475409836,0.7758620689655172,0.8333333333333334,0.40540540540540543,0.35714285714285715,0.5325443786982249,0.5,0.7608830204250051,0.7132034632034632,0.4479672908782959
16,2,0.05,0.5,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.5974636686581168,0.6394294018716241,0.6528925619834711,0.6229508196721312,0.6956521739130435,0.6923076923076923,0.43243243243243246,0.32142857142857145,0.5333333333333333,0.43902439024390244,0.7539371432501203,0.7034632034632035,0.443406343460083
16,2,0.1,0.5,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.630960821100736,0.668361893834493,0.6818181818181818,0.639344262295082,0.6268656716417911,0.59375,0.7567567567567568,0.6785714285714286,0.6857142857142857,0.6333333333333333,0.7377071728216765,0.672077922077922,0.43717193603515625
32,2,0.01,0.5,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.613957708904829,0.7136455542340564,0.6652892561983471,0.5245901639344263,0.6630434782608695,0.47368421052631576,0.5495495495495496,0.32142857142857145,0.6009852216748769,0.3829787234042553,0.7111615432226118,0.550865800865801,0.44838476181030273
32,2,0.05,0.5,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.6040349990874858,0.6412557994954203,0.628099173553719,0.6065573770491803,0.5555555555555556,0.5434782608695652,0.9459459459459459,0.8928571428571429,0.7,0.6756756756756757,0.7398390757169382,0.7532467532467533,0.4696071147918701
32,2,0.1,0.5,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.623597228464838,0.6612161813708428,0.6363636363636364,0.5737704918032787,0.5614973262032086,0.5217391304347826,0.9459459459459459,0.8571428571428571,0.7046979865771812,0.6486486486486487,0.7383948834330514,0.7153679653679653,0.465059757232666
